n: 24
m: 9
a:
[
     0     7     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
     2     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     0     8     6     2     0     2     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     1     0     2     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
     8     9     3     7     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     7     9     8     0     0     3     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     0     9     8     0     4     3     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     7     9     9     6     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     1     9     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     9     9     9     0     7     8     6     4     0     0     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     5     9     9     2     0     5     2     0     0     0     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     6     9     9     1     4     0     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     9     9     9     3     7     9     0     0     0     0     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     9     9     9     5     9     9     9     0     1     0     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     9     9     9     9     9     9     9     8     0     0     0     6     0     0     0     0     0     0
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     0     0     8     0     0     0     0     0     0
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     0     9     6     0     0     0     0     0
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     3     1     0     0     0     0     0     0     0     0
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     3     9     0     0     0     0     0     1
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     0     4     0     0     8
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     5     0     0     1     9
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     0     9     9
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     8     0     0     9
     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     9     8     1     0     0     0     0
]
