n: 42
g: 4
D: 44
a:
[ 
    500    669    265  333.5  277.5    333    467  495.5     67  116.5    395    181  296.5      2    129     87    467    334  300.5    467    344    334    135  331.5    333   68.5    324  545.5    200     69    161      0     51    334     70    580    421      0    318    334    334    262
    331    500    333    267    267    334  374.5  282.5     16  317.5    269    141  269.5  208.5     10  321.5    295  324.5    267    377    267    267     63    267    267  261.5    267    502  137.5     67     21      6      0    267   53.5    272  267.5   48.5    267  273.5    334  269.5
    735    667    500  435.5  932.5    646    400    933    133    429    676  654.5    933  665.5    647    152    929  395.5    853    400  929.5    400  135.5    489  932.5    673  383.5    668    676  715.5    666    133  143.5  931.5    596    666    400  665.5    360    368    939  698.5
  666.5    733  564.5    500    776    571  466.5   1000   93.5  699.5  892.5  598.5  914.5    533    665    192  935.5    334  726.5    468    938  417.5    167  441.5  609.5    536      3  725.5    733    733  730.5      0  135.5    615    728    733    187    533     92   75.5    844    733
  722.5    733   67.5    224    500   68.5  455.5    999  196.5    200  341.5    600    931  535.5    151   79.5  340.5  333.5    631    464    540    441  147.5   67.5    458  701.5   67.5    733  466.5    726    733     56  177.5  415.5  204.5    733    200  519.5    194     67    220  731.5
    667    666    354    429  931.5    500    400    933    133  393.5    651  657.5    933    666  634.5  144.5  926.5    395    669    400  928.5    400    135  273.5    922    666  160.5    666  668.5  697.5    666    133  142.5  904.5  580.5    666    393    666    150    308  917.5    666
    533  625.5    600  533.5  544.5    600    500  797.5  335.5    600  568.5    533    733    533    534    600  599.5  481.5  533.5  812.5    736    585    555    533    534    533    258    533    623    600    572    411    533  545.5    600    619    530    533  531.5  594.5  611.5    533
  504.5  717.5     67      0      1     67  202.5    500     67     67   26.5  440.5  275.5   12.5   24.5     67  163.5    239   16.5  255.5     35      3    120      0      0  256.5      0  529.5  188.5     97    498      0      0     55     67    657    3.5      6      0     67     67    113
    933    984    867  906.5  803.5    867  664.5    933    500    995    933    800  928.5    800  927.5  862.5    939  477.5  928.5  881.5    933    892    911    800    811  810.5    534    933    998    984  930.5  678.5  703.5  801.5  939.5    933  926.5  800.5    832    814    867    933
  883.5  682.5    571  300.5    800  606.5    400    933      5    500  654.5  535.5    800    550  635.5  191.5  928.5  306.5  796.5    400    824    267    135    350  799.5    674    267  596.5    719    604    534      0    6.5    800  492.5    666    388  534.5  265.5    268    836    880
