n: 30
g: 2
D: 22
a:
[ 
    500    295      0      0    326    333    8.5   55.5    334    246      6     44      1    938      0      1    331      0    332      0      1      0    5.5    551    154     91    339      0      0  291.5
    705    500    667    667    951  999.5    667  670.5  999.5  705.5    667  667.5    540  992.5    321    667  885.5    667  996.5    667  666.5    667  647.5    667  706.5    667    667  651.5    667  838.5
   1000    333    500    728  962.5   1000   1000    335   1000   1000    855   1000    333   1000  332.5  457.5  333.5  364.5   1000  695.5    342    955  333.5   1000    458    932  698.5  333.5  973.5   1000
   1000    333    272    500  424.5  939.5   1000    333    998   1000    359   1000    333   1000    332    333    333  333.5  989.5    259    333    432    333  999.5    334    977    756  332.5    831  982.5
    674     49   37.5  575.5    500  991.5    667      2    996    673  102.5    667      0  949.5      0      8  272.5      1  987.5    334      0    341      0    667     21    667    667      0  631.5  724.5
    667    0.5      0   60.5    8.5    500    660      0  746.5  666.5      0  664.5      0  675.5      0      0      8      0  610.5    7.5      0   17.5      0    667      0    667  666.5      0  146.5    540
  991.5    333      0      0    333    340    500    318  480.5  969.5  175.5    807     37   1000    0.5   34.5    333      6  377.5      0     33    0.5    179    667  330.5  629.5  662.5      1      3  371.5
  944.5  329.5    665    667    998   1000    682    500   1000    946  680.5  746.5   20.5   1000      5  654.5  351.5  615.5  999.5    667    515    667    131    667    935    667    667    109    667    992
    666    0.5      0      2      4  253.5  519.5      0    500    657      0    598      0    692      0      0     21      0  218.5    0.5      0    0.5      0    667      0  653.5    666      0      7  124.5
    754  294.5      0      0    327  333.5   30.5     54    343    500    1.5    124      0    991      0      0  331.5      0    334      0      0      0      4    650  169.5    322  577.5      0      0  292.5
    994    333    145    641  897.5   1000  824.5  319.5   1000  998.5    500  953.5     35   1000      0     65    333     14   1000  562.5     30    561    175    667  371.5    667    667    1.5  661.5  999.5
    956  332.5      0      0    333  335.5    193  253.5    402    876   46.5    500    4.5  999.5      0      2    333    0.5  348.5      0    2.5      0   52.5    665  315.5    542  647.5      0    0.5  343.5
    999    460    667    667   1000   1000    963  979.5   1000   1000    965  995.5    500   1000  128.5  827.5  696.5  723.5   1000    667  824.5    667  881.5  669.5    998    667    667  612.5    667   1000
     62    7.5      0      0   50.5  324.5      0      0    308      9      0    0.5      0    500      0      0    147      0  279.5      0      0      0      0  213.5      1    6.5   57.5      0      0     11
   1000    679  667.5    668   1000   1000  999.5    995   1000   1000   1000   1000  871.5   1000    500  995.5  898.5  975.5   1000  668.5  993.5    732  976.5  840.5  999.5  674.5    667    922  691.5   1000
    999    333  542.5    667    992   1000  965.5  345.5   1000   1000    935    998  172.5   1000    4.5    500    333    186   1000  661.5  211.5    662    307  672.5    667  667.5    667   25.5  668.5   1000
    669  114.5  666.5    667  727.5    992    667  648.5    979  668.5    667    667  303.5    853  101.5    667    500    665  950.5    667    661    667  572.5    667    668    667    667  581.5    667  683.5
   1000    333  635.5  666.5    999   1000    994  384.5   1000   1000    986  999.5  276.5   1000   24.5    814    335    500   1000    665    424    667  333.5  682.5  876.5    667    667   83.5    668   1000
    668    3.5      0   10.5   12.5  389.5  622.5    0.5  781.5    666      0  651.5      0  720.5      0      0   49.5      0    500    2.5      0      2      0    667      0  664.5    667      0     35  325.5
   1000    333  304.5    741    666  992.5   1000    333  999.5   1000  437.5   1000    333   1000  331.5  338.5    333    335  997.5    500    333  676.5    333  999.5    341    982  754.5    333  957.5    998
    999  333.5    658    667   1000   1000    967    485   1000   1000    970  997.5  175.5   1000    6.5  788.5    339    576   1000    667    500  667.5    338    670  948.5    667    667   59.5    667   1000
   1000    333     45    568    659  982.5  999.5    333  999.5   1000    439   1000    333   1000    268    338    333    333    998  323.5  332.5    500    333  938.5    339    698    667    320  709.5  995.5
  994.5  352.5  666.5    667   1000   1000    821    869   1000    996    825  947.5  118.5   1000   23.5    693  427.5  666.5   1000    667    662    667    500  667.5  994.5    667    667    343    667  999.5
    449    333      0    0.5    333    333    333    333    333    350    333    335  330.5  786.5  159.5  327.5    333  317.5    333    0.5    330   61.5  332.5    500    333   27.5    121    275   23.5    333
    846  293.5    542    666    979   1000  669.5     65   1000  830.5  628.5  684.5      2    999    0.5    333    332  123.5   1000    659   51.5    661    5.5    667    500    667    667    1.5    666  957.5
    909    333     68     23    333    333  370.5    333  346.5    678    333    458    333  993.5  325.5  332.5    333    333  335.5     18    333    302    333  972.5    333    500  584.5    332  256.5  334.5
    661    333  301.5    244    333  333.5  337.5    333    334  422.5    333  352.5    333  942.5    333    333    333    333    333  245.5    333    333    333    879    333  415.5    500    333  331.5    333
   1000  348.5  666.5  667.5   1000   1000    999    891   1000   1000  998.5   1000  387.5   1000     78  974.5  418.5  916.5   1000    667  940.5    680    657    725  998.5    668    667    500    671   1000
   1000    333   26.5    169  368.5  853.5    997    333    993   1000  338.5  999.5    333   1000  308.5  331.5    333    332    965   42.5    333  290.5    333  976.5    334  743.5  668.5    329    500  960.5
  708.5  161.5      0   17.5  275.5    460  628.5      8  875.5  707.5    0.5  656.5      0    989      0      0  316.5      0  674.5      2      0    4.5    0.5    667   42.5  665.5    667      0   39.5    500
]
