n: 30
g: 4
D: 22
a:
[ 
    500    133  441.5    386    563     42    195    133  133.5  242.5  892.5    399    627    402  485.5  150.5    133    463  399.5  144.5    400  161.5    426    400    133    367  343.5    399  202.5    148
    867    500  379.5    800    849      4    152  206.5    249  998.5  848.5    934    658  866.5  999.5  846.5    139  371.5    918    873  281.5    317  866.5    849      1  861.5    503    332  397.5    395
  558.5  620.5    500    666    666    6.5  186.5    133  126.5  669.5    666    665  664.5    907  666.5    656    136    305    664    666  221.5    122  803.5    677    131    565    544  344.5  133.5  135.5
    614    200    334    500    730     12    200  122.5   67.5    725    834    484  612.5  727.5  986.5  204.5    200  465.5  462.5    640  466.5     67  943.5  447.5   70.5    415  249.5    335  207.5    138
    437    151    334    270    500      0  200.5   58.5  129.5    482  695.5  402.5  488.5  385.5  491.5    397  133.5    462    400  411.5  380.5    195    347    400      0  333.5    400  326.5    401    400
    958    996  993.5    988   1000    500  813.5    886    998   1000   1000   1000    993   1000   1000   1000  935.5   1000   1000   1000   1000  998.5   1000    994    816    977  998.5    977   1000  940.5
    805    848  813.5    800  799.5  186.5    500  668.5    792  934.5    800    933    747    801  931.5  931.5    739    851    933    804    804  801.5    800    933  529.5    800  909.5    750  926.5    927
    867  793.5    867  877.5  941.5    114  331.5    500  799.5    997    872   1000  621.5  982.5   1000  999.5    734    999   1000  984.5    993    821    927  997.5  553.5    867   1000  732.5    996    958
  866.5    751  873.5  932.5  870.5      2    208  200.5    500    982  998.5   1000    727   1000   1000    987  700.5   1000    998  960.5  998.5  749.5  999.5  935.5  271.5    869    945    443  890.5  900.5
  757.5    1.5  330.5    275    518      0   65.5      3     18    500  791.5    335  537.5    274    530  216.5   14.5  332.5  292.5  105.5    267     74  359.5    270      0    278    267    267  257.5    226
  107.5  151.5    334    166  304.5      0    200    128    1.5  208.5    500    388    363    456    453  133.5    133  462.5    337    200  400.5     67    459  399.5    9.5  331.5    154  333.5    138    133
    601     66    335    516  597.5      0     67      0      0    665    612    500    600  842.5  727.5   80.5   12.5  282.5    334  593.5  272.5     67  865.5  331.5      0  741.5      5    334   12.5    0.5
    373    342  335.5  387.5  511.5      7    253  378.5    273  462.5    637    400    500    400  438.5    400    158    467    400    415    400  327.5    400    400   28.5    299    400  278.5    400    400
    598  133.5     93  272.5  614.5      0    199   17.5      0    726    544  157.5    600    500  726.5    137    133  195.5    160  616.5    118     67  601.5  134.5      0  153.5    133  134.5    134    133
  514.5    0.5  333.5   13.5  508.5      0   68.5      0      0    470    547  272.5  561.5  273.5    500     68  109.5    295  171.5     64    267     65    370  333.5      0    290      6  269.5   16.5     14
  849.5  153.5    344  795.5    603      0   68.5    0.5     13  783.5  866.5  919.5    600    863    932    500    147  335.5  906.5    622  333.5   71.5  866.5    600      6    842  301.5    334  304.5  159.5
    867    861    864    800  866.5   64.5    261    266  299.5  985.5    867  987.5    842    867  890.5    853    500  854.5    953    867  829.5  763.5    867    826   52.5    867    800    337    422  524.5
    537  628.5    695  534.5    538      0    149      1      0  667.5  537.5  717.5    533  804.5    705  664.5  145.5    500    675  558.5    401   41.5  800.5    917      0  755.5    617    267    135    144
  600.5     82    336  537.5    600      0     67      0      2  707.5    663    666    600    840  828.5   93.5     47    325    500  595.5    323     67    864  342.5    1.5  753.5    9.5    334     63      1
  855.5    127    334    360  588.5      0    196   15.5   39.5  894.5    800  406.5    585  383.5    936    378    133  441.5  404.5    500    329  113.5    684  400.5      0    335  397.5  276.5  394.5  385.5
    600  718.5  778.5  533.5  619.5      0    196      7    1.5    733  599.5  727.5    600    882    733  666.5  170.5    599    677    671    500    168    824  726.5      0    629  652.5  318.5    185  157.5
  838.5    683    878    933    805    1.5  198.5    179  250.5    926    933    933  672.5    933    935  928.5  236.5  958.5    933  886.5    832    500    933    933    130    812    929  379.5    424    497
    574  133.5  196.5   56.5    653      0    200     73    0.5  640.5    541  134.5    600  398.5    630  133.5    133  199.5    136    316    176     67    500    152    1.5   74.5    133  243.5  133.5    133
    600    151    323  552.5    600      6     67    2.5   64.5    730  600.5  668.5    600  865.5  666.5    400    174     83  657.5  599.5  273.5     67    848    500   64.5  649.5   84.5    330   79.5   13.5
    867    999    869  929.5   1000    184  470.5  446.5  728.5   1000  990.5   1000  971.5   1000   1000    994  947.5   1000  998.5   1000   1000    870  998.5  935.5    500  867.5  947.5    468    954  923.5
    633  138.5    435    585  666.5     23    200    133    131    722  668.5  258.5    701  846.5    710    158    133  244.5  246.5    665    371    188  925.5  350.5  132.5    500  135.5  399.5    133    133
  656.5    497    456  750.5    600    1.5   90.5      0     55    733    846    995    600    867    994  698.5    200    383  990.5  602.5  347.5     71    867  915.5   52.5  864.5    500    334  201.5  114.5
    601    668  655.5    665  673.5     23    250  267.5    557    733  666.5    666  721.5  865.5  730.5    666    663    733    666  723.5  681.5  620.5  756.5    670    532  600.5    666    500  652.5    662
  797.5  602.5  866.5  792.5    599      0   73.5      4  109.5  742.5    862  987.5    600    866  983.5  695.5    578    865    937  605.5    815    576  866.5  920.5     46    867  798.5  347.5    500  549.5
    852    605  864.5    862    600   59.5     73     42   99.5    774    867  999.5    600    867    986  840.5  475.5    856    999  614.5  842.5    503    867  986.5   76.5    867  885.5    338  450.5    500
]
