n: 36
g: 4
D: 32
a:
[ 
    500    376  456.5    132  324.5    542    339  740.5    334    0.5  285.5  994.5    334  803.5    413    267     69    323    293    755  396.5    267  319.5  879.5  269.5    791    466    164    867    867    734    805    776  799.5    334   41.5
    624    500    200    133     13    532  172.5  602.5     90      3    556  727.5  339.5  815.5  142.5    268     67    0.5    100  798.5    651    258    431  850.5  200.5    533  553.5    133  862.5    854    732    533    733    533    246      0
  543.5    800    500  506.5   94.5    533  846.5  811.5    331    518  653.5    909    853    800  908.5    787  144.5  316.5  617.5    800    832    267  553.5  800.5    751  729.5    787  130.5    801    800  712.5    795    732    800  271.5      1
    868    867  493.5    500  340.5    866    866    867    334  720.5    976  936.5    833    801    963  802.5    384    353    863  800.5  822.5  268.5  870.5    867  738.5  805.5    867  370.5    867    867    922    863    998  800.5  334.5  318.5
  675.5    987  905.5  659.5    500    536    884    883    342    531  702.5  947.5    867  866.5    927  800.5  549.5  678.5    675    800  932.5  281.5  743.5  965.5  796.5    773    855  141.5    867    867    733    799  735.5    802    464     69
    458    468    467    134    464    500    467    565    466  139.5  413.5    950    403    921    416  401.5    258    441    464    665    400    400    458   1000    403  833.5    477  168.5   1000  933.5    752    914  948.5    929    467  346.5
    661  827.5  153.5    134    116    533    500    668  259.5     29  636.5  902.5  367.5  917.5    177    306      1     15  233.5    800    831  268.5    557    930  268.5    533  528.5    133    800    799    731  535.5    732  567.5    267     28
  259.5  397.5  188.5    133    117    435    332    500    301      0    151    915    334  917.5  137.5  273.5   13.5     30    138  695.5  401.5    267  137.5    928    265    507   85.5    133  804.5  802.5    733    544    733  597.5    267     26
    666    910    669    666    658    534  740.5    699    500    664    666    869    866    933    666    933    633    545    683    836    933  789.5    666    933    923    656    666  395.5  920.5    801  718.5  537.5  728.5  674.5    913  608.5
  999.5    997    482  279.5    469  860.5    971   1000    336    500  996.5   1000  599.5    941    745  735.5    321  336.5    916  805.5  985.5    414    996   1000    534  879.5    995  275.5  892.5    867  938.5    867  999.5  935.5  447.5    464
  714.5    444  346.5     24  297.5  586.5  363.5    849    334    3.5    500    838    334    800    397    269     86    273    333  795.5  377.5    267  410.5    863    267  798.5  732.5   99.5    867    866  635.5    800  861.5    800  323.5    140
    5.5  272.5     91   63.5   52.5     50   97.5     85    131      0    162    500    334  666.5    134    267     67   15.5     67    310  274.5    265     70    864  239.5  123.5   67.5    130  865.5  843.5    658    533  731.5  473.5  322.5      0
