n: 42
g: 4
D: 44
a:
[ 
    500    492    998    999  257.5    308    678    736    750    500    750    979    740  529.5    750    439  750.5   79.5  219.5    139    750    250    500    750    783  498.5    468  749.5    750    107  370.5    500    845    500  743.5    800    474    750  947.5    496    500    746
    508    500    750    755  510.5    254    750  734.5    489    408    500    629    750    500  725.5    525    712  463.5    537  257.5    719  261.5    707  687.5  750.5  291.5  535.5    500    741    500    500  561.5    750    507    750  987.5  459.5    500    809  748.5    503  698.5
      2    250    500    496      0     43    251    501    281    285    589    484    311  250.5    495     17  684.5      1      0      0  748.5    250    250    742    589    8.5    250    428  743.5      0    250   47.5    520  236.5     81  562.5      0  575.5  473.5    250    485    241
      1    245    504    500     26  248.5    437    500    251  250.5    515    157  492.5  471.5  494.5  247.5  430.5      0      0      0  688.5    250    190  747.5  529.5    178    250  498.5    519      0  250.5    249    500  470.5    452  539.5   15.5  502.5  252.5    313    258    317
  742.5  489.5   1000    974    500  521.5    986   1000  515.5  686.5  750.5    750   1000    750  862.5    745  759.5  508.5  520.5    500    750  500.5    562    798   1000    495    751  752.5    750  672.5    619  732.5   1000    806  819.5    971    503    755    804  871.5  703.5  937.5
    692    746    957  751.5  478.5    500    502   1000    750  741.5    742  748.5  739.5  507.5    998    536    750    543  493.5    686    750  426.5    510    932    959    541    750  794.5    750  551.5  253.5  658.5  999.5  757.5    507    750    493  794.5    750    500    500    998
    322    250    749    563     14    498    500    750    500  494.5    531  515.5    933  663.5    500    442    748  273.5    200  250.5  683.5    500    483    750    593    250    504    513    750    250  266.5  488.5  924.5  496.5    442  501.5    254    750    502  293.5    563    500
    264  265.5    499    500      0      0    250    500  256.5    250    250    500  250.5      1    306  167.5  527.5    250    235    244    500  232.5    250  441.5  499.5    218    338  393.5    734  251.5    241    4.5  560.5      0    250    500    0.5    354    500  440.5  258.5    225
    250    511    719    749  484.5    250    500  743.5    500    628  738.5    512    500  469.5    800  250.5    749    250    251    250    750  436.5  298.5  776.5    748    523    501    797    750    250    487    372  716.5  506.5    500    750    141    880    707    500    500  532.5
    500    592    715  749.5  313.5  258.5  505.5    750    372    500  488.5  748.5    547    301    743  498.5  934.5    464    490    251  517.5  260.5  497.5  767.5    748   63.5  519.5  299.5  752.5    500    500    429    750    276    500    750    250  683.5    750  749.5  439.5  499.5
    250    500    411    485  249.5    258    469    750  261.5  511.5    500  461.5  496.5  283.5  740.5    254  744.5    250    250    250    735    266    250    980  683.5  207.5    500  526.5    750    250  321.5  267.5    750  442.5  252.5  516.5    1.5    730    500    500    500  477.5
     21    371    516    843    250  251.5  484.5    500    488  251.5  538.5    500    499  494.5  737.5  275.5    470    0.5   45.5     11  728.5    250    441    750  574.5    250    250    500  554.5    1.5  260.5  490.5    500    500  496.5    637    271  505.5  535.5    426  274.5    500
    260    250    689  507.5      0  260.5     67  749.5    500    453  503.5    501    500  430.5    500  187.5    721  194.5      0  235.5    554  324.5    252    750    509    250    496    503    748    250  250.5    230  806.5    263    203    501    197  748.5  491.5    252    472    500
  470.5    500  749.5  528.5    250  492.5  336.5    999  530.5    699  716.5  505.5  569.5    500    750    477  745.5    271    250  311.5  553.5  317.5    250    998    758  491.5  735.5  741.5    750    438  432.5    491    976  498.5    385    500   42.5  986.5    500    508    473    750
    250  274.5    505  505.5  137.5      2    500    694    200    257  259.5  262.5    500    250    500    219  564.5    250  245.5  249.5  746.5    250    253  552.5    505    244    500    498  749.5    250    250     39  734.5  265.5    499    749    5.5    468    502  489.5    500  369.5
    561    475    983  752.5    255    464    558  832.5  749.5  501.5    746  724.5  812.5    523    781    500    750  503.5  519.5  549.5    750    500  689.5    750  983.5    500  747.5    750    750    500  253.5    671   1000    742  526.5    750  491.5    750    750    449  520.5  775.5
  249.5    288  315.5  569.5  240.5    250    252  472.5    251   65.5  255.5    530    279  254.5  435.5    250    500    135  203.5      0  500.5  251.5    474    735  266.5     15  135.5    250  734.5    247  498.5    250  503.5    250    280  744.5    250  446.5    650    496  272.5    250
  920.5  536.5    999   1000  491.5    457  726.5    750    750    536    750  999.5  805.5    729    750  496.5    865    500  442.5    431    750    276    726    750  824.5    507  542.5    750    750  620.5    500    501  984.5    503    749    999    623    750   1000  500.5    500    750
  780.5    463   1000   1000  479.5  506.5    800    765    749    510    750  954.5   1000    750  754.5  480.5  796.5  557.5    500    469    750    498  863.5    750  997.5    501  747.5    750    750  708.5    501  728.5   1000  743.5  755.5    997    739    750  999.5    577  524.5  753.5
    861  742.5   1000   1000    500    314  749.5    756    750    749    750    989  764.5  688.5  750.5  450.5   1000    569    531    500    916  493.5    748    750  991.5  746.5    965    750    923  678.5    500    500  988.5  502.5    750   1000  548.5    750   1000    528  718.5    750
    250    281  251.5  311.5    250    250  316.5    500    250  482.5    265  271.5    446  446.5  253.5    250  499.5    250    250     84    500  478.5  374.5    566  282.5    241  487.5    256    579    250    500    250    500    250    250    478    250    500  261.5    500    438    250
    750  738.5    750    750  499.5  573.5    500  767.5  563.5  739.5    734    750  675.5  682.5    750    500  748.5    724    502  506.5  521.5    500  502.5    793    750    700  691.5    748  656.5    749  652.5    512  875.5  531.5    500    750  525.5    756    750  622.5  312.5    750
    500    293    750    810    438    490    517    750  701.5  502.5    750    559    748    750    747  310.5    526    274  136.5    252  625.5  497.5    500    750    750  500.5  500.5    750  506.5  470.5  496.5    634    750  722.5    500  759.5  623.5    750  736.5  500.5    259  749.5
