n: 36
g: 3
D: 32
a:
[ 
    500      3    667  418.5    325    338    334    8.5      0      0    335    605    334     81  633.5     10  285.5    334    276    931    272  323.5    974    304  657.5  333.5  664.5    335    334      0    667  356.5    358    755    367    333
    997    500    667    731  334.5  903.5    667  658.5      9    325    697   1000  666.5  498.5    722  675.5    996  669.5    667   1000    801    642   1000    349  676.5  603.5    667    671    667    483    667  979.5    667   1000    667  336.5
    333    333    500    664      1    336  287.5      0      0   87.5    661    333   54.5    2.5    385    320    333  651.5  240.5  351.5    333      0    354   38.5    333    6.5    333    300    341      0    291    333  167.5  666.5    501  122.5
  581.5    269    336    500    333  348.5    357    333     20    329    645    666    334    257    652    333  629.5    381    333  664.5  398.5    324    666    333  370.5    333    601    333  661.5    333    360  665.5  334.5  935.5    162    333
    675  665.5    999    667    500    667    334    334    205    434    667    667  348.5  607.5    991    667    667    667    667    997  683.5    604    737    698    667  659.5    591    667    648    428  634.5  667.5    336    669    667  931.5
    662   96.5    664  651.5    333    500  402.5  332.5      0    6.5    512    673  344.5    0.5    666    324  340.5    380  343.5  677.5  608.5   51.5  963.5    333    400    333    667  577.5  618.5    277    667    666  665.5   1000    607    333
    666    333  712.5    643    666  597.5    500    603    332    347    929  665.5    415    334    666    665  363.5    593    666    666    666  339.5    669    666    333    507    985    666    987    654  669.5    666    679  993.5    375    666
  991.5  341.5   1000    667    666  667.5    397    500  329.5    333  667.5  725.5    657  654.5  668.5  583.5    631    667  730.5  999.5  670.5    667  999.5  666.5    667  419.5    966    728    668    340  739.5    694    851  975.5    667    666
   1000    991   1000    980    795   1000    668  670.5    500    771   1000   1000    757  985.5  990.5   1000   1000  999.5   1000   1000  998.5    990   1000  971.5    885  667.5    703   1000    997    917  667.5   1000    684   1000    936    941
   1000    675  912.5    671    566  993.5    653    667    229    500    994   1000    617  346.5  995.5    995  902.5  699.5  957.5   1000  999.5  412.5   1000  743.5    667    667    667    987  684.5    663    667   1000    667   1000    667    671
    665    303    339    355    333    488     71  332.5      0      6    500  663.5   32.5      0    666    408  343.5    262  344.5    666    665      1    666  333.5    333    333    404  374.5    505    270    335    666    333    745    330    334
    395      0    667    334    333    327  334.5  274.5      0      0  336.5    500    333     23  356.5     51   15.5    334    347    568  332.5    282    969    333  566.5    333    667  498.5  348.5     13    667  476.5    647  970.5  334.5    333
    666  333.5  945.5    666  651.5  655.5    585    343    243    383  967.5    667    500  331.5    666  665.5    423    668    666    666    666    345    749    666    333    335  742.5    701  994.5  618.5  661.5    666  655.5   1000  611.5    666
    919  501.5  997.5    743  392.5  999.5    666  345.5   14.5  653.5   1000    977  668.5    500    666    701  740.5    929  980.5    974    666  803.5   1000  658.5  672.5  335.5    668   1000    935  363.5    667    671    667   1000    693  646.5
  366.5    278    615    348      9    334    334  331.5    9.5    4.5    334  643.5    334    334    500    334  416.5    334    334  665.5    280    334    665     70    660  358.5    337    334    334  262.5  347.5    636    334    666  338.5    285
    990  324.5    680    667    333    676    335  416.5      0      5    592    949  334.5    299    666    500    590    625    655    997    669    334   1000    334    667    349    667    710    403   66.5    667    715  664.5  998.5    667  333.5
  714.5      4    667  370.5    333  659.5  636.5    369      0   97.5  656.5  984.5    577  259.5  583.5    410    500  345.5    660  959.5  341.5    368  999.5    333  663.5    338    667    667  666.5  332.5    667  670.5    667  999.5  343.5    333
