n: 30
g: 3
D: 22
a:
[ 
    500  504.5    608    335    333  654.5    333    499    326    330    333    333   31.5     67    333     14  353.5  644.5  348.5    331    359  380.5  435.5    334  333.5    333    333  254.5    333    333
  495.5    500  606.5    281    333  592.5    333    505      4   18.5    333  329.5      0   26.5     79      0  598.5  646.5    347   26.5   43.5  639.5    656    413  333.5    333  332.5      0  313.5    333
    392  393.5    500    278  336.5  300.5    313  333.5      0      0     68      0    3.5  315.5      1      4    336  265.5     30      3   11.5    663  591.5  660.5    332    405      5      0      0    333
    665    719    722    500    342  500.5    333    829     13    4.5    333    321    0.5  279.5     22      0  916.5  652.5  636.5     69    325  670.5    666    651  398.5  355.5    332      0    278    333
    667    667  663.5    658    500    381    185    660    326      0      8      0   53.5    332      9    133  667.5    338  336.5  388.5    334  928.5  396.5    661    659  561.5  253.5     29      0  332.5
  345.5  407.5  699.5  499.5    619    500  333.5  670.5      7      5    333    315  167.5    333   75.5    165    665  442.5  332.5    180      0    666    666    666    337    653  331.5      0    267    333
    667    667    687    667    815  666.5    500    667    614      3   28.5     83    333    335    330    636  667.5  654.5  338.5    667    352  952.5    391    686  938.5  621.5  327.5    256      0  406.5
    501    495  666.5    171    340  329.5    333    500      0      0    321   35.5      1    278    0.5    0.5    504  356.5  302.5    0.5   50.5  665.5  665.5    646    333    356    164      0   11.5    333
    674    996   1000    987    674    993    386   1000    500  274.5  335.5    345  328.5    335    624  331.5  997.5    931  666.5  884.5  406.5  730.5    666    666  767.5    666    359     21    333    333
    670  981.5   1000  995.5   1000    995    997   1000  725.5    500  967.5    993  619.5  666.5    925    667   1000   1000  835.5  838.5    647   1000  892.5   1000  999.5    999  721.5  509.5    670    686
    667    667    932    667    992    667  971.5    679  664.5   32.5    500    601    388  625.5    493    667  677.5    667    434    667  483.5    999  651.5  997.5  993.5    956    351    364    151    668
    667  670.5   1000    679   1000    685    917  964.5    655      7    399    500  333.5  390.5    339  666.5  967.5    833  673.5    667  383.5   1000    666    939  971.5  719.5  632.5  340.5     72  644.5
  968.5   1000  996.5  999.5  946.5  832.5    667    999  671.5  380.5    612  666.5    500    900  658.5    606   1000  683.5    667    838  661.5   1000  744.5   1000    669    982    667    654  611.5    667
    933  973.5  684.5  720.5    668    667    665    722    665  333.5  374.5  609.5    100    500    358  383.5  995.5    667    667  666.5  657.5    998  668.5  911.5    667    498    667  640.5  367.5  661.5
    667    921    999    978    991  924.5    670  999.5    376     75    507    661  341.5    642    500    619   1000  738.5    667  694.5    338   1000  688.5    999    689    964    667    334    490    667
    986   1000    996   1000    867    835    364  999.5  668.5    333    333  333.5    394  616.5    381    500   1000    683    667    841    665  989.5    666    670  671.5    653  629.5  413.5    333    344
  646.5  401.5    664   83.5  332.5    335  332.5    496    2.5      0  322.5   32.5      0    4.5      0      0    500    371    545     21  314.5  585.5  637.5  355.5  357.5    333  149.5      0    9.5    333
  355.5  353.5  734.5  347.5    662  557.5  345.5  643.5     69      0    333    167  316.5    333  261.5    317    629    500  328.5    323      2    666    666    666  393.5    666    291      0     55    333
  651.5    653    970  363.5  663.5  667.5  661.5  697.5  333.5  164.5    566  326.5    333    333    333    333    455  671.5    500  338.5    559  666.5  656.5    666  672.5    666   93.5    169   11.5  347.5
    669  973.5    997    931  611.5    820    333  999.5  115.5  161.5    333    333    162  333.5  305.5    159    979    677  661.5    500  351.5  685.5    666    666  507.5  652.5    341    4.5  331.5    333
    641  956.5  988.5    675    666   1000    648  949.5  593.5    353  516.5  616.5  338.5  342.5    662    335  685.5    998    441  648.5    500    666    666    666  663.5    666    341    110  335.5    335
  619.5  360.5    337  329.5   71.5    334   47.5  334.5  269.5      0      1      0      0      2      0   10.5  414.5    334  333.5  314.5    334    500    261  302.5  601.5  165.5   77.5    1.5      0    316
  564.5    344  408.5    334  603.5    334    609  334.5    334  107.5  348.5    334  255.5  331.5  311.5    334  362.5    334  343.5    334    334    739    500    668  666.5  654.5  335.5    334  312.5  666.5
    666    587  339.5    349    339    334    314    354    334      0    2.5     61      0   88.5      1    330  644.5    334    334    334    334  697.5    332    500  493.5   46.5  333.5  325.5    1.5    495
  666.5  666.5    668  601.5    341    663   61.5    667  232.5    0.5    6.5   28.5    331    333    311  328.5  642.5  606.5  327.5  492.5  336.5  398.5  333.5  506.5    500    374    6.5    1.5      0    248
    667    667    595  644.5  438.5    347  378.5    644    334      1     44  280.5     18    502     36    347    667    334    334  347.5    334  834.5  345.5  953.5    626    500    334  333.5     34  645.5
    667  667.5    995    668  746.5  668.5  672.5    836    641  278.5    649  367.5    333    333    333  370.5  850.5    709  906.5    659    659  922.5  664.5  666.5  993.5    666    500    292     57    402
  745.5   1000   1000   1000    971   1000    744   1000    979  490.5    636  659.5    346  359.5    666  586.5   1000   1000    831  995.5    890  998.5    666  674.5  998.5  666.5    708    500  340.5  378.5
    667  686.5   1000    722   1000    733   1000  988.5    667    330    849    928  388.5  632.5    510    667  990.5    945  988.5  668.5  664.5   1000  687.5  998.5   1000    966    943  659.5    500  884.5
    667    667    667    667  667.5    667  593.5    667    667    314    332  355.5    333  338.5    333    656    667    667  652.5    667    665    684  333.5    505    752  354.5    598  621.5  115.5    500
]
