n: 36
g: 2
D: 32
a:
[ 
    500      6  656.5   1000    782  668.5    667  695.5      0  654.5      0      0  999.5    667      1    106  333.5    623  332.5    667  177.5      0      4    859    333     24    345    997    332   76.5    664  293.5      0    667    982    333
    994    500    667   1000  998.5    696    667    933    641    667    667  662.5   1000  667.5    239  980.5   1000  667.5  998.5    673    667    518    667   1000    376    874   1000   1000    408    667    667    999  666.5  675.5   1000   1000
  343.5    333    500  963.5  368.5   1000  989.5   1000    333    656    329    302  952.5  999.5    333  333.5    333  469.5    333  997.5  114.5    333  239.5    367    333    333    333  997.5    333    333  858.5    333  330.5    991   1000    333
      0      0   36.5    500    1.5    666    667    666      0   29.5      0      0    365    661      0      0   35.5      9    1.5    623      0      0      0    0.5   10.5      0    233  618.5    2.5      0    129      0      0  549.5  662.5     85
    218    1.5  631.5  998.5    500  667.5    667  678.5      0  622.5      0      0    998    667      0   41.5    333  527.5    331  666.5     49      0      0    649  332.5    8.5  334.5    990    331   14.5    657    250      0    666  963.5    333
  331.5    304      0    334  332.5    500  425.5  508.5     15      0    0.5      0    333     40  256.5    328    333     12    333     71      0     62      0    333    333  321.5    333  338.5    333      1      1  332.5      0   63.5    403    333
    333    333   10.5    333    333  574.5    500  454.5    331    289    283     86    333    349    333    333    333    332    333  336.5    7.5    333     33    333    333    333    333    338    333    284    325    333    289    335    380    333
  304.5     67      0    334  321.5  491.5  545.5    500      0      0      0      0  334.5   63.5     22    265    333    0.5    333     19      0      1      0    333    333    168    333    353    333      0      0    330      0      7  491.5    333
   1000    359    667   1000   1000    985    669   1000    500  674.5  678.5    498   1000    825  333.5   1000  999.5    829  942.5    954    667    361    667   1000  334.5  506.5   1000   1000    335    679    718    992  653.5  957.5   1000  997.5
  345.5    333    344  970.5  377.5   1000    711   1000  325.5    500    154   18.5  963.5  983.5    333  333.5    333    457    333    995      4  331.5    3.5    376    333    333    333  997.5    333    164    829    333    157  993.5   1000    333
   1000    333    671   1000   1000  999.5    717   1000  321.5    846    500   27.5   1000    988    333    995  835.5  990.5  339.5  998.5  668.5  331.5  617.5   1000    333    333  975.5   1000    333  834.5  947.5  413.5  191.5    999   1000  504.5
   1000  337.5    698   1000   1000   1000    914   1000    502  981.5  972.5    500   1000   1000  333.5   1000   1000  999.5    841   1000  690.5  353.5  740.5   1000  333.5    403   1000   1000    333    979    998    976  917.5   1000   1000    994
    0.5      0   47.5    635      2    667    667  665.5      0   36.5      0      0    500  655.5      0      0    167   11.5   19.5    628      0      0      0    5.5   58.5      0    316    629     17      0    136      0      0    548  663.5    260
    333  332.5    0.5    339    333    960    651  936.5    175   16.5     12      0  344.5    500  329.5    333    333  163.5    333  427.5      0    293      0    333    333    333    333    473    333     12     57    333   15.5    340    840    333
    999    761    667   1000   1000  743.5    667    978  666.5    667    667  666.5   1000  670.5    500    992   1000    671  999.5    690    667    630    667   1000  446.5    950   1000   1000    502    667    667   1000    667  689.5   1000   1000
    894   19.5  666.5   1000  958.5    672    667    735      0  666.5      5      0   1000    667      8    500  354.5  664.5    333  667.5  595.5    0.5     67    987    333     69  510.5    999    333  509.5    667  318.5      0    668  996.5    334
  666.5      0    667  964.5    667    667    667    667    0.5    667  164.5      0    833    667      0  645.5    500    667   22.5    667    666      0  499.5    673   61.5      0  914.5  670.5   18.5  658.5    667     26      7    667    667  328.5
    377  332.5  530.5    991  472.5    988    668  999.5    171    543    9.5    0.5  988.5  836.5    329  335.5    333    500    333  952.5     20    296      0    461    333  332.5    333   1000    333     18  685.5    333   13.5  958.5   1000    333
  667.5    1.5    667  998.5    669    667    667    667   57.5    667  660.5    159  980.5    667    0.5    667  977.5    667    500    667    667    7.5  666.5  723.5    266   25.5    999  715.5  158.5    667    667  604.5  494.5    667    684  973.5
    333    327    2.5    377  333.5    929  663.5    981     46      5    1.5      0    372  572.5    310  332.5    333   47.5    333    500      0  173.5      0    334    333    332    333  660.5    333    4.5   22.5    333    1.5  310.5    950    333
  822.5    333  885.5   1000    951   1000  992.5   1000    333    996  331.5  309.5   1000   1000    333  404.5    334    980    333   1000    500    333  279.5    944    333    333  354.5   1000    333    499  999.5    333  330.5   1000   1000    333
   1000    482    667   1000   1000    938    667    999    639  668.5  668.5  646.5   1000    707    370  999.5   1000    704  992.5  826.5    667    500    667   1000    344  839.5   1000   1000    358    669    673    999    666  831.5   1000   1000
    996    333  760.5   1000   1000   1000    967   1000    333  996.5  382.5  259.5   1000   1000    333    933  500.5   1000  333.5   1000  720.5    333    500    999    333    333    830   1000    333    973  999.5    342  330.5   1000   1000    353
    141      0    633  999.5    351    667    667    667      0    624      0      0  994.5    667      0     13    327    539  276.5    666     56      0      1    500  319.5      0    334  828.5    275   17.5    655   27.5      0  666.5    736  332.5
    667    624    667  989.5  667.5    667    667    667  665.5    667    667  666.5  941.5    667  553.5    667  938.5    667    734    667    667    656    667  680.5    500  661.5    995    679  492.5    667    667  667.5    667    667    671    980
    976    126    667   1000  991.5  678.5    667    832  493.5    667    667    597   1000    667     50    931   1000  667.5  974.5    668    667  160.5    667   1000  338.5    500   1000   1000    338    667    667  992.5  659.5  668.5  999.5  999.5
    655      0    667    767  665.5    667    667    667      0    667   24.5      0    684    667      0  489.5   85.5    667      1    667  645.5      0    170    666      5      0    500  667.5      1    589    667    1.5      1    667    667   54.5
      3      0    2.5  381.5     10  661.5    662    647      0    2.5      0      0    371    527      0      1  329.5      0  284.5  339.5      0      0      0  171.5    321      0  332.5    500    283      0     12     27      0  141.5  676.5    333
    668    592    667  997.5    669    667    667    667    665    667    667    667    983    667    498    667  981.5    667  841.5    667    667    642    667    725  507.5    662    999    717    500    667    667    673    667    667  682.5    994
  923.5    333    667   1000  985.5    999    716   1000    321    836  165.5     21   1000    988    333  490.5  341.5    982    333  995.5    501    331     27  982.5    333    333    411   1000    333    500    948    333    160  999.5   1000    333
    336    333  141.5    871    343    999    675   1000    282    171   52.5      2    864    943    333    333    333  314.5    333  977.5    0.5    327    0.5    345    333    333    333    988    333     52    500    333   52.5    959   1000    333
  706.5      1    667   1000    750  667.5    667    670      8    667  586.5     24   1000    667      0  681.5    974    667  395.5    667    667      1    658  972.5  332.5    7.5  998.5    973    327    667    667    500    161    667  913.5  820.5
   1000  333.5  669.5   1000   1000   1000    711   1000  346.5    843  808.5   82.5   1000  984.5    333   1000    993  986.5  505.5  998.5  669.5    334  669.5   1000    333  340.5    999   1000    333    840  947.5    839    500  998.5   1000    921
    333  324.5      9  450.5    334  936.5    665    993   42.5    6.5      1      0    452    660  310.5    332    333   41.5    333  689.5      0  168.5      0  333.5    333  331.5    333  858.5    333    0.5     41    333    1.5    500    992    333
     18      0      0  337.5   36.5    597    620  508.5      0      0      0      0  336.5    160      0    3.5    333      0    316     50      0      0      0    264    329    0.5    333  323.5  317.5      0      0   86.5      0      8    500    333
    667      0    667    915    667    667    667    667    2.5    667  495.5      6    740    667      0    666  671.5    667   26.5    667    667      0    647  667.5     20    0.5  945.5    667      6    667    667  179.5     79    667    667    500
]
