n: 42
g: 2
D: 44
a:
[ 
    500    333    333    333    333    333    333    333  326.5    333  300.5  363.5    333  333.5    333    333    333  332.5    423    333    333    333    333    168    913  331.5    259    333  802.5    333    333    333    484    333    333    333  941.5    333    334    335  321.5    333
    667    500  666.5    259  666.5   1000  317.5    2.5      0    0.5    174    667     13   1000  661.5  170.5    333      0    996  960.5  341.5    985    333    667   1000      0    667      0  998.5    333    103    908    667   14.5      0    807   1000    355  965.5   1000      0   75.5
    667  333.5    500    333    448  651.5    333    159     14  330.5    1.5  986.5    333    951    415    333    333     51    999  340.5    333  358.5    333    655   1000   54.5  662.5    270   1000    333    333  340.5    667    333  326.5    336   1000    333    844    953    8.5    333
    667    741    667    500    667   1000    299  526.5   27.5    0.5    665    667    2.5   1000    667     77  526.5      0    985   1000  960.5   1000    333    667   1000     78    667     29    993    333  670.5   1000    667    519      0  997.5   1000    988  914.5   1000      0     27
    667  333.5    552    333    500    881  332.5      0      0     84    1.5  678.5  251.5  989.5  333.5    332    333      0   1000    389    333  468.5    333    664   1000      0  666.5      1   1000    333  298.5  364.5    667    261   34.5    343   1000    333    957    989      0  319.5
    667      0  348.5      0    119    500      0      0      0      0      0  664.5      0  705.5    113      0   10.5      0    667     48    302  347.5      1    655  678.5      0  663.5      0    667    327      0    180    667      0      0      1  940.5      9  520.5    634      0      0
    667  682.5    667    701  667.5   1000    500    667    571    147    667    667     59   1000    667  355.5    993      0  902.5   1000   1000   1000    346    667  999.5    635    667  564.5  956.5  348.5  669.5   1000    667  666.5      2  985.5   1000  998.5    755  998.5    1.5      4
    667  997.5    841  473.5   1000   1000    333    500   22.5  331.5    658  985.5    333   1000    976    333  392.5   62.5   1000  999.5    858   1000    333    667   1000     85  667.5  272.5   1000    333    977  998.5    667  652.5    326    999   1000  940.5   1000   1000      8    333
  673.5   1000    986  972.5   1000   1000    429  977.5    500    364    705  998.5    343   1000  997.5    451  941.5    265   1000   1000  997.5   1000  336.5  671.5   1000  782.5  682.5    669   1000    336    999   1000    702  992.5  332.5   1000   1000   1000   1000   1000    107    333
    667  999.5  669.5  999.5    916   1000    853  668.5    636    500    667    700  461.5   1000  691.5    854    997      1   1000   1000   1000   1000  388.5    667   1000    660    667  637.5   1000    392  993.5   1000    667  966.5    101   1000   1000   1000   1000   1000      1  336.5
  699.5    826  998.5    335  998.5   1000    333    342    295    333    500   1000    333   1000   1000    333    333  323.5   1000    987    364    995    333    693   1000    324    745    333   1000    333    519  963.5  835.5    341    333    927   1000    407   1000   1000  262.5    333
  636.5    333   13.5    333  321.5  335.5    333   14.5    1.5    300      0    500    328    353    102    333    333      2    819    333    333    333    333   77.5    996      4    175   40.5    983    333    331    333  591.5    329    242    333  996.5    333  339.5    354      0  332.5
    667    987    667  997.5  748.5   1000    941    667    657  538.5    667    672    500   1000    670    929  998.5      4  999.5   1000   1000   1000  468.5    667   1000  665.5    667  655.5   1000  474.5    917   1000    667    844     47   1000   1000   1000    999   1000    4.5    316
  666.5      0     49      0   10.5  294.5      0      0      0      0      0    647      0    500     12      0     26      0  658.5   82.5  318.5  330.5      3  519.5    690      0    606      0    667  331.5      0    258    664      0      0      2    969   22.5  138.5    363      0      0
    667  338.5    585    333  666.5    887    333     24    2.5  308.5      0    898    330    988    500    333    333      5   1000  393.5    333  465.5    333  663.5   1000    5.5  665.5   77.5   1000    333  332.5  363.5    667  329.5  278.5  342.5   1000    333    955  986.5      0    333
    667  829.5    667    923    668   1000  644.5    667    549    146    667    667     71   1000    667    500  990.5      0  994.5   1000   1000   1000    345    667   1000    631    667    555    998  346.5  697.5   1000    667  677.5    4.5  999.5   1000   1000  971.5   1000    0.5     79
    667    667    667  473.5    667  989.5      7  607.5   58.5      3    667    667    1.5    974    667    9.5    500      0  668.5  937.5    983   1000     59    667  843.5  169.5    667     66    676    333    665  993.5    667  595.5      0  699.5    998  832.5    667  833.5      0      0
  667.5   1000    949   1000   1000   1000   1000  937.5    735    999  676.5    998    996   1000    995   1000   1000    500   1000   1000   1000   1000  976.5    667   1000    835  673.5    985   1000    980   1000   1000    674   1000    921   1000   1000   1000   1000   1000    379  840.5
    577      4      1     15      0    333   97.5      0      0      0      0    181    0.5  341.5      0    5.5  331.5      0    500  331.5    333    333  316.5   40.5    983      0     84      0  883.5    333      0    333  495.5      0      0  289.5  993.5  328.5     48  338.5      0      2
