n: 30
g: 3
D: 22
a:
[ 
    500    429  715.5  972.5    898    144    714    571  428.5    143    429  676.5  148.5   1000    109    148    882    442  715.5    735    143    143    707    429    324  428.5  415.5   1000    198  923.5
    571    500    571    850  712.5    571  647.5    704  581.5    618  856.5  573.5    571  854.5    193  470.5  629.5  572.5    571    571  608.5  699.5    571  814.5  812.5    577  571.5    763    598    571
  284.5    429    500    302  429.5  182.5  436.5    429    429  180.5    429  423.5     21  714.5   10.5    385  716.5  290.5    310    666    143    143    144    429    286    429    359  531.5  186.5    294
   27.5    150    698    500    247    143  712.5    152    143    143  374.5    240   70.5    938      2    143    574   25.5  694.5    710    143    143    600    192     51    143    127    712  143.5  534.5
    102  287.5  570.5    753    500      0    573  309.5  268.5     32    286    281      0    857      0      0    855  240.5    567    571    0.5   11.5  543.5    286    286    270    135  955.5     10    607
    856    429  817.5    857   1000    500    716  998.5  429.5    275  569.5    998  449.5    969     48    421    857  821.5  952.5  867.5    143  143.5  619.5  473.5    286  428.5    309   1000  847.5    857
    286  352.5  563.5  287.5    427    284    500    411  293.5    420    288  288.5  140.5  554.5  267.5  286.5  708.5    286    309  559.5  110.5  145.5    238    287    286    286    286    520  303.5  293.5
    429    296    571    848  690.5    1.5    589    500    146  122.5  286.5    528   10.5    857      0      0    820   91.5    571    571   10.5     74  568.5    286    284    143   14.5  962.5  132.5    574
  571.5  418.5    571    857  731.5  570.5  706.5    854    500  148.5    882  593.5    571    857    0.5      6  819.5  619.5    571    571    170  610.5    571  854.5    416  621.5    565  969.5    683  575.5
    857    382  819.5    857    968    725    580  877.5  851.5    500    857  856.5  575.5    857    108    573    857    857    826    854  470.5  597.5    587    857    830    856    857  981.5  726.5    857
    571  143.5    571  625.5    714  430.5    712  713.5    118    143    500  643.5  521.5  716.5      0    7.5    571    558    572    571    142  149.5    571    167   15.5     20     54  714.5  702.5    571
  323.5  426.5  576.5    760    719      2  711.5    472  406.5  143.5  356.5    500    1.5  856.5      0     36    857  288.5  573.5    642  140.5    143  545.5    309    286    292  284.5    999    145  828.5
  851.5    429    979  929.5   1000  550.5  859.5  989.5    429  424.5  478.5  998.5    500  999.5  277.5    429    857    767    999  995.5  193.5  168.5  952.5    443  286.5    429    420   1000    950  866.5
      0  145.5  285.5     62    143     31  445.5    143    143    143  283.5  143.5    0.5    500      0    135    431      0    142    274    143    143   18.5    153   16.5  131.5      2    235    143     11
    891    807  989.5    998   1000    952  732.5   1000  999.5    892   1000   1000  722.5   1000    500  942.5    868    988    992  999.5    700    714  773.5   1000  869.5   1000    999   1000    955  967.5
    852  529.5    615    857   1000    579  713.5   1000    994    427  992.5    964    571    865   57.5    500    857    857  644.5  791.5  606.5    710    572  974.5    825    924    857   1000  721.5    855
    118  370.5  283.5    426    145    143  291.5    180  180.5    143    429    143    143    569    132    143    500  150.5  149.5    269    143    143  144.5    413    363  177.5  144.5  326.5    143  144.5
    558  427.5  709.5  974.5  759.5  178.5    714  908.5  380.5    143    442  711.5    233   1000     12    143  849.5    500    714  712.5    143    143  713.5    431    287  380.5    184  992.5    583    615
  284.5    429    690  305.5    433   47.5    691    429    429    174    428  426.5      1    858      8  355.5  850.5    286    500  809.5    143    143   63.5  423.5    286    401  286.5    887    179    416
    265    429    334    290    429  132.5  440.5    429    429    146    429    358    4.5    726    0.5  208.5    731  287.5  190.5    500    143    143    118    429    286  428.5    308    530    149  292.5
    857  391.5    857    857  999.5    857  889.5  989.5    830  529.5    858  859.5  806.5    857    300  393.5    857    857    857    857    500  789.5    845  858.5  746.5    851  855.5   1000    882    857
    857  300.5    857    857  988.5  856.5  854.5    926  389.5  402.5  850.5    857  831.5    857    286    290    857    857    857    857  210.5    500    852  827.5    323  583.5    767  991.5  861.5    857
    293    429    856    400  456.5  380.5    762  431.5    429    413    429  454.5   47.5  981.5  226.5    428  855.5  286.5  936.5    882    155    148    500    429    286    428  293.5  980.5  417.5    725
    571  185.5    571    808    714  526.5    713    714  145.5    143    833    691    557    847      0   25.5    587    569  576.5    571  141.5  172.5    571    500  150.5     67  132.5    726  711.5    571
    676  187.5    714    949    714    714    714    716    584    170  984.5    714  713.5  983.5  130.5    175    637    713    714    714  253.5    677    714  849.5    500  678.5  709.5  725.5    714  709.5
  571.5    423    571    857    730  571.5    714    857  378.5    144    980    708    571  868.5      0     76  822.5  619.5    599  571.5    149  416.5    572    933  321.5    500    481  973.5    714    574
  584.5  428.5    641    873    865    691    714  985.5    435    143    946  715.5    580    998      1    143  855.5    816  713.5    692  144.5    233  706.5  867.5  290.5    519    500  998.5  713.5  630.5
      0    237  468.5    288   44.5      0    480   37.5   30.5   18.5  285.5      1      0    765      0      0  673.5    7.5    113    470      0    8.5   19.5    274  274.5   26.5    1.5    500      0   46.5
    802    402  813.5  856.5    990  152.5  696.5  867.5    317  273.5  297.5    855     50    857     45  278.5    857    417    821    851    118  138.5  582.5  288.5    286    286  286.5   1000    500    857
   76.5    429    706  465.5    393    143  706.5    426  424.5    143    429  171.5  133.5    989   32.5    145  855.5    385    584  707.5    143    143    275    429  290.5    426  369.5  953.5    143    500
]
