n: 36
g: 4
D: 32
a:
[ 
    500    660    500  250.5    251    316    500    500     27  503.5  285.5    500    377    252  287.5    462    497    254    500    500    308  453.5  279.5  499.5    498  562.5    498    449    518    253  586.5    485    500  562.5    500    500
    340    500    745    284    500    500    703  375.5      3    500  293.5    729    500    440    500    251  484.5    250  289.5  501.5    250    486    500    500    486  327.5    218    500    642    499    500    307    558  785.5    744  478.5
    500    255    500    250  491.5  414.5  366.5   14.5      0  252.5  127.5  166.5  499.5    181  741.5    250    492    250  433.5    452    250     59  261.5    630    500    500    6.5    515  499.5    501    272  250.5    497    757  315.5  269.5
  749.5    716    750    500    518    498  812.5  716.5  245.5  736.5  497.5    500  499.5  734.5    939  683.5    746    277    750    750    264    256  500.5    750  525.5    875  563.5    750  718.5    668    748  506.5    500    994  498.5  744.5
    749    500  508.5    482    500    500    750    500  229.5  524.5    259    262  705.5  438.5    991    726    527  559.5    550    510    500    260  492.5    748  643.5    750    499    738  502.5  562.5  748.5  737.5  533.5    938  250.5    500
    684    500  585.5    502    500    500    500    500  335.5  509.5    499  501.5  488.5    500    504    565    500    398    500    500  365.5  499.5    452    500    500    522    500    500  500.5    500  707.5    500  481.5  525.5    530    500
    500    297  633.5  187.5    250    500    500  478.5      0  248.5    136  381.5    250  288.5  716.5    286  250.5   13.5  471.5    387   25.5  242.5   15.5    497  452.5    499  349.5    385  496.5    253  691.5    140  263.5  992.5    250    250
    500  624.5  985.5  283.5    500    500  521.5    500   56.5  499.5  454.5  729.5    500    734  749.5  251.5    737    250    702    738    250    434    500  733.5    571    545  148.5    738    869    749  532.5    255    501    997    741  654.5
    973    997   1000  754.5  770.5  664.5   1000  943.5    500   1000  933.5    999    983    813    958  995.5   1000  804.5  982.5   1000  819.5    995    906   1000   1000   1000    871    998   1000  757.5  998.5  998.5  981.5   1000  986.5   1000
  496.5    500  747.5  263.5  475.5  490.5  751.5  500.5      0    500    254    522    254  473.5  559.5    488  298.5  226.5  723.5    737   38.5    311  189.5    687    500  686.5    500  501.5  500.5  313.5    748  498.5    503    944  277.5  498.5
