n: 42
g: 3
D: 44
a:
[ 
    500  285.5    568  490.5    618   13.5  665.5    629    314    7.5  984.5  667.5     85    334   27.5    333    683  333.5    368    0.5    333    334    334  663.5    333      0  333.5    995      1  275.5  661.5    389    333    333    333      0    0.5      0   1000    374  333.5  367.5
  714.5    500    763  623.5   1000    661  913.5  999.5  263.5  340.5   1000  999.5    346    709    667    373    988  665.5    348  604.5    333    334   1000    667    497      0  675.5    988    333  337.5   1000    818    615  424.5    717  332.5    663      0   1000    667  652.5    347
    432    237    500  642.5  675.5      6    665  437.5  284.5  166.5    905  685.5     43    404    256    333  665.5    349    344      0    333    334  335.5  656.5    333      0    333  955.5      0  332.5    666  642.5    333    333    334      0      2      0   1000    335  294.5  348.5
  509.5  376.5  357.5    500    714    334  649.5    665  409.5  320.5  990.5    668  336.5    665    356  577.5    867  410.5    335    334  588.5    334    667  663.5  666.5     15    667    942    334    583    979  699.5    667  341.5    662    334    334     35  999.5    667    334  335.5
    382      0  324.5    286    500      0  335.5    254      0   23.5    979    668      0   87.5   77.5    333    368     27    333      0    332    334     30    666    333      0    303    661      0  321.5  669.5  172.5    325    300  229.5      0      0      0  996.5  350.5  330.5    334
  986.5    339    994    666   1000    500  681.5    978  332.5  395.5   1000  984.5  340.5  661.5    665    335   1000  648.5    607     98    333    334    925    667    335      0    612   1000  296.5    333    998  666.5  338.5    336    504     73    386      2   1000    667  392.5    594
  334.5   86.5    335  350.5  664.5  318.5    500    598     10    333  666.5    761      0    656    333  346.5    387  638.5   49.5  238.5    333  304.5  646.5    353    333      0    334    396      0    333    666    496    336    373    656      0    321      0    958    333    290    253
    371    0.5  562.5    335    746     22    402    500    0.5  309.5    956    847      0    573    328    333    367  425.5  332.5      2    333    334    338    665    333      0    332    673      0    333    667  402.5  332.5    333  351.5      0     23      0   1000    339    321    334
    686  736.5  715.5  590.5   1000  667.5    990  999.5    500    498   1000   1000    340  934.5    667  669.5  975.5  669.5  498.5  665.5    378  334.5   1000    667    663    0.5    833    970  337.5    484   1000    974    836    646  939.5    380    667    4.5   1000    713  666.5    500
  992.5  659.5  833.5  679.5  976.5  604.5    667  690.5    502    500   1000  687.5    660    673  605.5  381.5    999    363    648    497    376    334    671    668    658      0    667   1000    402    489   1000  966.5    666    333  618.5    334  500.5   13.5   1000    667  336.5  643.5
   15.5      0     95    9.5     21      0  333.5     44      0      0    500  407.5      0      0      0  211.5   33.5      0  325.5      0      4    334      0    547      7      0      0    554      0   41.5  156.5    2.5    0.5      0      0      0      0      0  629.5   21.5    255    334
  332.5    0.5  314.5    332    332   15.5    239    153      0  312.5  592.5    500      0  265.5    328  281.5    333  143.5   83.5    1.5      6  321.5   54.5  369.5   29.5      0    0.5    346      0    333    483  331.5    1.5      0     15      0     16      0  648.5     58     10  294.5
    915    654    957  663.5   1000  659.5   1000   1000    660    340   1000   1000    500    666  667.5    666   1000    666    753  425.5  409.5    583    999    667    671     87  989.5    999  633.5    333   1000    679  706.5    666  667.5    577    638  304.5   1000    996    667    741
